categories|titles|contents|urls
AZ|新北設3處疫苗機動接種站 隨到隨打不必預約|新北市府今天表示，4個中大型COVID-19疫苗接種站已預約額滿；新北另有3處機動接種站可服務9700人次，隨到隨打，不必預約。新北利用各系統安排，鼓勵民眾就近方便踴躍接種。新北市政府衛生局秘書高詩琪下午接受中央社記者電訪表示，新北規劃3大安心接種方式包括合約醫療院所、中大型接種站、機動接種站；其中，機動接種站開放接種莫德納疫苗，共可服務9700人次，且隨到隨打，不必預約。3處接種站分別是：林口三井OUTLET14日至16日下午2時至晚上6時開放，每天限量700名。新莊宏匯廣場14日至15日下午1時至晚上6時開放，每天限量800名。中和環球購物中心11日起至20日下午3時至晚上8時，每天限量600名。高詩琪說，依照醫療人員的能量安排接種人次，3處機動接種站依照服務天數，共可接種9700人次。中和環球購物中心11日的600人次，昨天完全施打完畢，將持續至20日為止。衛生局表示，中央1922預約系統預計15日、16日開放預約，將於17日至23日施打。新北37家醫院、415家診所、29家衛生所，週一至週日依疫苗門診時間，接種AZ、BNT、莫德納、高端疫苗，接種劑別為1、2、3劑皆可。衛生局說，機動接種站有隨到隨打的方便性，不過，醫院與診所等預約門診掛號，可方便就近接種提升保護力，尤其，長輩不必在嚴寒天氣中奔波接種。衛生局說，4處中大型接種站分別位於，三重區小巨蛋體育館、永和區國父紀念館、鶯歌區永福宮、汐止區公所2樓。1月13日至15日共接種3天，3萬300個名額開放預約僅2.5小時就額滿，已經安排市長侯友宜前往視察並慰問醫療人員辛苦。新北市衛生局長陳潤秋今天在防疫會議中表示，呼籲符合接種COVID-19（2019冠狀病毒疾病）疫苗資格的市民，儘速接種疫苗追加劑，以保護自身及家人健康。陳潤秋說，專案安排接種疫苗對象，包括第1至第3類（含防疫旅館、防疫計程車）人員，教托育機構教職員工、長照機構人員。至於65歲以上長者，將透過新北市民政鄰里系統，分區分里、分時段接種；民眾也可以透過中央「1922」預約系統按照自己方便的地點與時段接種。市長侯友宜在會議中表示，65歲以上長者一定都可以打得到，將採雙軌制與中央1922同步進行，讓市民都能安心接種疫苗。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMjAxMTIwMzA1LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIyMDExMjAzMDUuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|首批AZ疫苗檢驗全過關 陳時中：最快22日開打|台灣首批牛津AZ武漢肺炎疫苗今天傍晚完成無菌試驗，衛福部長陳時中晚間公布檢驗結果，這批疫苗安全性檢驗全數合格，19日將召開專家會議檢視安全性資料，最快22日開打。牛津大學攜手阿斯特捷利康（AZ）藥廠研發的武漢肺炎疫苗，台灣採購的首批11.7萬劑3月3日從韓國運抵台灣，此為1000萬劑採購量的一部分。中央流行疫情指揮中心考量此為台灣首批疫苗，加上台灣疫情平穩，交由衛生福利部食品藥物管理署進行檢驗7項檢驗，今天傍晚完成無菌試驗。衛福部長陳時中晚間親自到記者室公布檢驗結果，宣布首批AZ疫苗所有安全性檢驗均合格，將可開放施打，預計19日將由疾病管制署召開專家會議，共同檢視國際間疫苗安全性資料，研判是否適合施打、如何施打、有哪些人可能不適合施打等。陳時中說，檢驗完畢後，這幾天封緘完畢就會開始配送疫苗到各縣市接種醫院據點，目前接種對象已造冊完畢，正由各醫院擬定接種計畫，預計明天下午開會討論疫苗預約系統，目標下週一（22日）開打。陳時中也指出，這批來自韓國廠的AZ疫苗完成檢驗後，未來若有同樣來自韓國廠的AZ疫苗，檢驗封緘將採書面審查，從疫苗抵台到開打最快7天就可放行；不過，若是印度廠的AZ疫苗，則須將所有流程再走一次，確保疫苗品質。至於11.7萬劑是否如先前規劃，提供給第一線醫事人員接種。陳時中說，由於疫苗到貨期程隨時都在變化，目前將先確保6萬名有意願接種的第一線醫事人員都打完第一劑，視後續疫苗到貨狀況，再決定剩餘疫苗怎麼分配使用。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTAzMTc1MDA4LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDMxNzUwMDguYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|自購64萬劑AZ疫苗運抵桃機 效期到2022年1月31日[影]|政府自購64萬劑AZ疫苗今天下午運抵桃園機場，截至目前總計約437萬劑AZ疫苗到貨，本批效期至2022年1月31日，經檢驗封緘作業後將提供國民接種。政府自購64萬劑COVID-19（2019冠狀病毒疾病）的阿斯特捷利康（AZ）疫苗，今天由華航班機CI834以客機載貨方式載運，從泰國曼谷啟航，下午3時24分運抵桃園國際機場。班機停放在D1機坪後，地勤人員將裝載在溫控櫃中的疫苗卸貨，由海關進行機邊驗放，隨後送至航空貨運站完成通關程序，在警車戒備下運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。指揮中心去年10月30日與台灣阿斯特捷利康公司簽署1000萬劑COVID-19疫苗供應合約，先前已陸續到貨，分別為今年3月3日11.7萬劑、7月7日62.6萬劑、7月15日56萬劑、7月27日58.2萬劑、8月12日52.4萬劑、8月27日26.5萬劑、8月31日59.5萬劑、9月10日45.8萬劑。本次提供第9批AZ疫苗，截至目前總計約437萬劑到貨。本次疫苗為多劑型包裝（每瓶10人份），須存放於攝氏2到8度的環境，依臨床試驗每人須施打2劑，本批效期至2022年1月31日。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA5MTc1MDA3LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDkxNzUwMDcuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ疫苗送達縣市22日開打 首波為一線醫護|首批AZ疫苗明天開打，依照中央排定施打順序，第一批是一線醫護，第二批是縣市首長與官員。新北市長侯友宜說，首長應帶頭打，以安民心；桃園市長鄭文燦表示，輪到他一定第一個打。首批武漢肺炎（2019冠狀病毒疾病，COVID-19）牛津AZ疫苗明天開始施打，台北市政府表示，台北市共收到58盒、5800劑疫苗，已送達9家醫院，市長柯文哲明天將前往聯合醫院和平婦幼院區視察並慰問一線工作人員。台北市立聯合醫院總院長黃勝堅向中央社記者表示，施打首日著重觀察施打流程並持續滾動修正，讓願意打的同仁能夠很順暢地打完。至於是否將帶頭施打，黃勝堅說，聯醫有1800多名專責病房或隔離病房的醫事人員，目前只收到400劑疫苗，資源不夠充裕，有剩的話他當然願意帶頭打，「我們首長永遠都是備案」。新北市獲分配3800劑，分別為台北慈濟醫院500劑、衛福部雙和醫院1000劑、板橋亞東醫院1900劑及淡水馬偕醫院400劑，市長侯友宜明天將到亞東醫院鼓勵加油。侯友宜說，目前配送到新北的劑量仍不足，先讓醫護人員施打，能保護自己才能打仗；首長應該有一個重要的態度，當民眾有疑慮時，要率先施打以安民心，只要醫護的數量足夠，他會帶頭。亞東醫院表示，防疫視同作戰，為維持亞東重症醫療能量，前衛生署長、現任院長林芳郁將率COVID-19醫療專家小組接受施打疫苗，也號召醫護人員共襄盛舉。桃園市長鄭文燦表示，疫苗施打順序由中央流行疫情指揮中心決定，他不插隊也不迴避，只要輪到他的梯次，一定會第一個去打，目前第一批的AZ疫苗已經運送到桃園的5家醫院，施打時會跟衛生局去視察，給醫護人員鼓勵。桃園市政府衛生局表示，桃園市有11家協助武漢肺炎照護醫院，優先接種對象為直接照顧（含採檢）武漢肺炎確診/疑似個案的第一線工作人員，及非直接照顧（含採檢）確診/疑似個案的第一線工作人員，桃園市約有4000餘人。衛生局指出，目前已完成配賦3800劑疫苗至桃園市5家醫院，分別為林口長庚醫院150瓶（每瓶可供10人施打）、敏盛綜合醫院50瓶、衛生福利部桃園醫院40瓶、聯新國際醫院80瓶、國軍桃園總醫院60瓶，專責醫院明天上午依各自的行前接種規劃開打，首日預計有360人接種。（▲點這裡看「AZ疫苗接種合約醫院」大圖）台中市政府表示，目前依照中央排定的施打順序，第一批是醫護人員，第二批是縣市首長與官員，市長盧秀燕會以身作則注射疫苗，以減輕社會大眾的疑慮。台中市衛生局指出，已在3月19日接獲中央分配AZ疫苗5900劑。台中第一階段獲中央指定COVID-19疫苗接種的合約醫院計有台中榮總、中國附醫、中山附醫、部立台中醫院、光田醫院及童綜合醫院等6家。台南市衛生局長許以霖表示，台南市首批AZ疫苗分配到約3000多劑，明天起先在永康奇美醫院、台南市立安南醫院辦理施打，衛福部台南醫院、成大醫院、柳營奇美醫院則預計於24日起陸續加入提供施打。許以霖表示，符合施打的對象是台南市所有第一線專責醫院的醫事人員；首批登記有意願接受注射的醫事人員約有3800人左右，他個人雖也有意願施打，但他並非首波符合注射資格的對象。台南市長黃偉哲表示，自己並非首波符合注射資格的對象，如果排到可以注射時就會接受施打。高雄市分配到8000多劑，包括高雄榮總、高雄長庚、義大及市立小港醫院是首批AZ疫苗接種醫院，高雄市衛生局長黃志中同時身兼門診醫生，也將接受疫苗注射。黃志中今天接受中央社電話採訪指出，高雄市有23家協助武漢肺炎照護醫院，相關醫護被列為優先接種對象，將集中到4家醫院接種疫苗；為觀察接種者身體反應，醫院會安排動線讓注射疫苗的人員充分休息，以利觀察。基隆長庚醫院為基隆市唯一施打AZ疫苗的醫療院所，30瓶約300人使用劑量的AZ疫苗已在19日送抵醫院，目前已有10名醫護人員預約接種。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTAzMjEwMTY3LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDMyMTAxNjcuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|88人莫德納第2劑錯打AZ疫苗 屏東安泰醫院道歉|屏東縣東港鎮安泰醫院昨天發生錯打COVID-19疫苗事件，安泰醫院今天由榮譽院長蘇清泉和總院長蔡宗昌出面致歉，蘇清泉表示，今天開始前往關懷被錯打民眾並致贈慰問金。安泰醫院昨天在東港靜思堂進行COVID-19（2019冠狀病毒疾病）疫苗施打，有100人預約莫德納疫苗，安泰醫院因工作人員領錯藥，及第一線施打人員沒有落實「三讀五對」，有88人被錯打成AZ。蘇清泉和蔡宗昌今天出面致歉，蘇清泉表示，昨天同一時段所匡列的100人，今天已開始一一前往關懷，並致贈營養品及慰問金新台幣5000元，後續相關注射疫苗的醫療，由醫院概括承受。蘇清泉表示，近期季節交換，心肌梗塞及腦梗塞的病患大增，已非常忙碌，但對於國家施打COVID-19、流感疫苗的政策，全院上下仍全力以赴，但這同時也造成醫護極度疲憊，發生錯打事件，對於基層不忍苛責，將由院方高層負責任。蘇清泉表示，因醫院較大，4種疫苗都有，所以疫苗的管理是出了一點問題，將全面檢視並改善。安泰醫院中午12時回報屏東縣政府，截至中午，已聯繫上89人，有20人有不適症狀，其中有8人到安泰就醫，有1人住院觀察。東港鎮11月1日至3日施打69歲至64歲長者莫德納第2劑疫苗，由縣府委託安泰醫院執行接種，昨天進行最後一天施打作業，有330人預約；但安泰醫院在中午回到醫院清點時，卻發現從醫院領出的38瓶疫苗中，並非都是莫德納，其中有8瓶竟是AZ。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTExMDQwMjEzLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTEwNDAyMTMuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|輝瑞AZ疫苗對抗Delta效力 90天內降至不到7成|英國牛津大學公衛研究發現，最常被用來對抗COVID-19（2019冠狀病毒疾病）的輝瑞／BNT及AZ疫苗，在對抗猖獗流竄的Delta變異株方面，效力會在3個月內減弱。路透社報導，研究也發現，在接種2劑輝瑞（Pfizer）／ioNTech或阿斯特捷利康（AstraZeneca）疫苗後仍染疫的人對其他人構成的風險可能比先前的變異株還大。根據在英國各地採集的超過300萬份鼻咽拭子，牛津大學研究發現，接種輝瑞或AZ疫苗第2劑90天後，預防染疫的效力分別從打完第2劑2週後的85%和68%降至75%和61%，而疫苗效力減弱的現象在35歲以上族群者身上又比35歲以下者更顯著。牛津大學醫學分析教授、這項調查的首席調查員華克（Sarah Walker）說：「這兩款疫苗打2劑後，對抗Delta的效果還是相當好。」華克並未參與研究AZ疫苗，AZ疫苗最初是由牛津大學免疫學專家研發。研究人員不會預測疫苗效力隨著時間推移會下降多少，但表示接受研究的這兩款疫苗在接種第2劑後的4、5個月內效力會趨近。這份研究凸顯出感染Delta變異株病毒所增加的風險，也顯示完整接種疫苗後仍染疫者的體內病毒含量往往與未接種疫苗的染疫者相似，顯然比Alpha變異株仍在英國強勢流竄的時期惡化。牛津大學的研究結果與美國疾病管制暨預防中心（CDC)）的分析一致。由於Delta變異株染疫病例攀升，美國政府正在規劃下個月起普遍開放民眾接種疫苗追加劑。|https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9hb3BsLzIwMjEwODE5MDEwMS5hc3B40gE2aHR0cHM6Ly93d3cuY25hLmNvbS50dy9hbXAvbmV3cy9hb3BsLzIwMjEwODE5MDEwMS5hc3B4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|首劑接種AZ疫苗過敏、不良反應 10週後可例外混打莫德納|疫情指揮中心開放接種第1劑AZ疫苗過敏者，10週後可改打莫德納疫苗。指揮中心發言人莊人祥表示，民眾可持不良通報、醫師診斷證明，至原門診或旅遊醫學門診預約接種。全球加緊腳步接種COVID-19（2019冠狀病毒疾病）疫苗，也有不少國家開放混打不同廠牌的疫苗，中央流行疫情指揮中心已著手進行AZ混打莫德納疫苗試驗，將作為國內開放與否的參考依據。中央流行疫情指揮中心指揮官陳時中今天下午在疫情記者會中表示，指揮中心確實正在朝開放混打的方向研議，若真開放混打，台灣對於疫苗到貨量的壓力將減少，疫苗施打跟涵蓋率應用上會更好，但仍須考量效益與安全性，若都能兼顧，混打確實是很好的選擇。媒體提問時指出，若指揮中心開放第2劑混打其他廠牌疫苗，可望帶動接種AZ疫苗的意願。陳時中說，未來疫情、疫苗等各方面的狀況變化很快，AZ混打莫德納疫苗的研究也會愈來愈多，相信也會有各種疫苗混打組合，會請專家密切注意，盡量尋找安全、效益又高的方向來開放。不過，針對接種第1劑疫苗後出現過敏等不良反應的民眾，指揮中心近日發出公文，開放第2劑可合法混打其他廠牌疫苗。陳時中說，接種疫苗後過敏或出現嚴重不良反應者屬於特殊情形，基於疫苗安全，可以徵詢醫師意見後，第2劑改打其他廠牌疫苗；第1劑接種AZ疫苗者，第2劑可改打莫德納疫苗，即便非第1到3類對象仍可例外接種第2劑。指揮中心發言人莊人祥表示，第1劑施打AZ疫苗後，出現不良反應及過敏反應者，可持不良通報及醫師診斷證明等證明，至原門診或旅遊醫學門診施打第2劑莫德納疫苗，但因不確定各醫院莫德納疫苗存量，後續也可依各縣市衛生局規定安排集中施打。不過，媒體也詢問，第1劑接種莫德納疫苗的民眾若嚴重過敏，第2劑該打什麼疫苗。陳時中說，第1劑莫德納疫苗過敏者，第2劑可改打其他廠牌疫苗，不是為了效益考量，而是在沒有更好的選擇下，避免遇到更壞的狀況，有些醫師也會建議暫緩施打第2劑，建議可和醫師商量。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA3MTcwMTg5LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDcxNzAxODkuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ混打莫德納疫苗對象再擴大 第一類都能接種|AZ混打莫德納疫苗對象再擴大，指揮中心發言人莊人祥今天宣布，即日起開放所有第一類對象混打疫苗，公文今天就會發出，7日將再配送4.9萬劑莫德納疫苗供使用。中央流行疫情指揮中心8月初宣布，第一劑接種AZ疫苗的第一線高風險醫護，第二劑可混打莫德納疫苗，醫界頻頻要求擴大開放所有第一類對象接種。根據指揮中心規定，第一類對象包括「具有執業登記的醫事人員」以及「醫事機構的非醫事人員」（含集中檢疫所的非醫事人員）。中央流行疫情指揮中心指揮官陳時中今天下午在疫情記者會中表示，已開放所有第一類對象混打疫苗，包括第一線醫療機構、基層診所及藥局等，第二劑都可混打莫德納疫苗。不過，根據藥局的藥師反映，指揮中心曾於8月20日發布一份公文，僅開放醫療院所及診所人員混打疫苗，其中並不包括藥局藥師，多次希望混打疫苗卻遭拒。指揮中心發言人莊人祥今天下午接受媒體電話聯訪時表示，擴大混打疫苗的公文早已擬定完成，但發布需要一些時間，預計今天就會發出新版公文，即日起開放所有第一類對象混打疫苗。莊人祥說，截至8月29日全台共有4萬4000多名醫護完成混打，據統計，截至9月10日前還有約12萬人符合資格，但考量不是所有人都想混打疫苗，因此9月7日將再配送4成、約4萬9400劑莫德納疫苗到地方。至於國內COVID-19疫苗接種方面，昨天共接種1萬8895劑疫苗，全台累計接種1098萬2471劑疫苗，疫苗接種人口涵蓋率約42.80%，劑次人口比約46.79%。另外，昨天新增38件非嚴重疫苗接種後不良事件、41件其他疑似嚴重不良事件以及4例死亡通報案件，死亡個案分別為2例AZ疫苗、2例莫德納疫苗。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA5MDIwMjU2LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDkwMjAyNTYuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|研究：AZ疫苗引發血栓併發症 多影響年輕且健康族群|「新英格蘭醫學期刊」今天刊登一篇新研究，指出牛津－阿斯特捷利康疫苗（AZ疫苗）可能導致「罕見但極嚴重」的血栓併發症，多影響年輕且健康的族群，85%案例不到60歲。美國媒體CNBC報導，根據這篇經同儕審查的研究報告，美國麻州醫學協會（Massachusetts Medical Society）科學家分析英國最一開始通報的220個施打AZ 的COVID-19（2019冠狀病毒疾病）疫苗併發症案例。牛津－阿斯特捷利康（AstraZeneca）疫苗（AZ疫苗）是目前最普遍施打的疫苗之一，英國今年1月展開大規模接種計畫，為全球創舉。非常少數民眾在接種AZ疫苗後發生血栓，衛生當局稱這種「疫苗引起之免疫血栓性血小板低下症」（Vaccine-induced immune thrombotic thrombocytopenia, VITT）「極度罕見」。麻州醫學協會科學家根據於3月22日至6月6日期間，在英國各地住院的294名病患資料，其中170人經診斷為罕見血栓，50人為可能案例，科學家認為是疫苗引起之免疫血栓性血小板低下症。這些病患皆已接種第一劑AZ疫苗，並在施打後5天至48天出現症狀而就醫。研究顯示，患者從施打疫苗到就醫的中位天數為14天。研究中，VITT的整體死亡率為22%。研究人員也發現，出現VITT的病患，有41%沒有基礎疾患。研究作者在報告中表示：「在英國成功實施疫苗計畫的背景下，VITT已成為罕見但極為嚴重的的併發症。」報告說：「我們發現，受到影響的通常是年輕、不然就是健康族群，伴隨較高的死亡率。」科學家特別指出：「儘管AZ疫苗施打對象以老年族群為大宗，但在我們的研究對象中，出現併發症的病患，高達85%的年齡不到60歲。」研究顯示，出現VITT的病患年齡介於18歲至79歲，年齡中位數為48歲。自今年5月開始，英國已提供40歲以下族群AZ疫苗以外的疫苗選項。阿斯特捷利康公司今天發表聲明，表示這份刊登在「新英格蘭醫學期刊」的研究來自「小型樣本數」，但英國與歐盟的藥物監管單位皆已確認AZ疫苗和罕見血栓的可能關聯性。|https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9hb3BsLzIwMjEwODEzMDIzNi5hc3B40gE2aHR0cHM6Ly93d3cuY25hLmNvbS50dy9hbXAvbmV3cy9hb3BsLzIwMjEwODEzMDIzNi5hc3B4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ疫苗第3批自購抵台 後續870萬劑最快明年初前供貨完畢|台灣與阿斯特捷利康公司簽訂1000萬劑疫苗合約，截至今天已有3批抵台，累計130萬劑。AZ今天表示，明年初前將繼續提供剩餘約870萬劑疫苗，並協助COVAX及他國捐贈AZ疫苗給台灣。台灣採購及他國捐贈的COVID-19（2019冠狀病毒疾病）疫苗陸續到貨，截至今天，台灣共取得約527萬劑AZ疫苗，其中約130萬劑為台灣自購、約60萬劑透過COVAX提供、日本捐贈約333萬劑。阿斯特捷利康（AZ）今天宣布7月15日再次供應台灣56萬劑AZ疫苗，此後至明年初，將按照1000萬劑採購合約，再供應其餘約870萬劑疫苗，另外也將協助交付經由COVAX供應和各方捐贈的數百萬劑疫苗。阿斯特捷利康公司表示，該公司在疫情大流行期間，秉持「無獲利」原則，持續透過COVAX機制供應支持全球廣泛、平等獲取疫苗，COVAX全球配送的疫苗當中，有超過90%是AZ疫苗；AZ疫苗至今已供應全球168國、超過6億劑疫苗。阿斯特捷利康公司指出，AZ疫苗不但經臨床試驗證明其具良好的耐受性和對所有重症的成效，多個囊括數千萬人的「真實世界證據」也顯示，接種第一劑AZ疫苗後，即可有效降低80%以上的重症與住院風險，對預防因Delta變異株（最先於印度發現）導致住院的保護力也達92%。台灣阿斯特捷利康總裁陳康偉表示，此次交付疫苗給台灣，是政府和產業共同合作的最佳展現，未來將持續與政府等單位合作對抗疫情。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA3MTUwMjQ1LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDcxNTAyNDUuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|41萬劑AZ疫苗最快28日開打 5萬警消列優先名單|疫情嚴峻，第一線警消暴露在染疫風險中，外界呼籲41萬劑AZ疫苗應先供警消施打。指揮中心副指揮官陳宗彥今天表示，全台有5萬名警消列在前3優先施打順位，籲儘速接種。武漢肺炎（2019冠狀病毒疾病，COVID-19）本土疫情嚴峻，警政除要協助疫調、失聯者協尋，還得取締外出不戴口罩與違規營業的八大行業，暴露染疫風險中。中央流行疫情指揮中心指揮官陳時中昨天在疫情記者會提到有警察同仁染疫，一度哽咽、眼眶泛紅，表示沒好好做事情的才應該要檢討，也讓外界看見警消人員在疫情下的工作困境，呼籲將警消疫苗接種順位提前。指揮中心副指揮官陳宗彥今天上午在全國防疫會議會後記者會回應此事，他表示，全國員警共有7萬8000多人，由於員警執行勤務內容各有不同，因此今年初討論施打對象時，員警共分屬第1、2、5順位。陳宗彥解釋，列為第1、2順位的員警主要是執行集中檢疫所工作或在地方第一線擔任防疫人員，據統計，列為第1到第3順位的員警共有3萬9000多人；另有3萬7000多人列為第5接種順位。陳宗彥說，列為第1、2順位的員警早在4月12日前就陸續開放接種，4月底也開放第5順位員警接種，但在此次疫情發生前，整體警政人員接種率僅不到2%，目前已逐步提升至5.6%，因應疫情升溫，將請警政署就實際從事防疫工作的狀況再做調整。在消防人員方面，陳宗彥指出，全國消防人員共有1萬6000多人，其中有1萬3000多人為外勤人員，列為第2順位、從事第一線防疫人員者共有約1萬1000多人，由此可見絕大多數第一線防疫工作人員都在優先接種前2順位裡，目前已有約32%人員接種疫苗。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA1MjYwMDYyLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDUyNjAwNjIuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|台灣、瑞典AZ疫苗混打效果差很大 莊人祥：實驗室與真實世界數據差異|台大研究顯示，AZ混打莫德納疫苗抗Delta效果是2劑AZ的5倍，與瑞典研究僅多18％有落差。指揮中心解釋，台大的研究主要在實驗室進行，瑞典則是在真實世界中進行。台大醫院今年6月到8月間在國內進行AZ、莫德納的COVID-19（2019冠狀病毒疾病）疫苗混打試驗，昨天召開記者會公布試驗結果。台灣大學副校長、中央流行疫情指揮中心專家諮詢小組召集人張上淳昨表示，台大研究發現，AZ混打莫德納的抗體濃度比打2劑AZ來得高，對抗最早在印度發現的Delta變異株保護力更是2劑AZ的5倍。但，張上淳強調此為實驗室數據，不代表真實世界中亦有同等保護力。不過，另有一項瑞典研究顯示，接種2劑AZ疫苗對抗Delta變異株有50％保護力，令外界好奇，為何與台大的研究結果差這麼多。中央流行疫情指揮中心發言人莊人祥今天下午表示，台大醫院的研究主要在實驗室裡進行，研究團隊將接種2劑AZ、AZ混打莫德納者的血液，和Delta變異株混合，再檢驗是否有抗體反應。相較之下，瑞典的研究主要是在真實世界中進行，莊人祥說，該研究發現，同樣面對Delta變異株，接種2劑AZ者，相較於沒有接種疫苗者的保護力約50％，而AZ混打莫德納者保護力約68％，二者差距約18％。莊人祥指出，通常真實世界研究結果比較接近實際的情形，實驗室研究成果大多做為疫苗後續進行人體試驗、真實世界疫苗保護力的參考資料。指揮中心也表示，接種2劑AZ疫苗對於預防重症、死亡的保護效果都不錯，副作用也比混打來得輕微，混打與否各有利弊。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTExMjAwMTQwLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTEyMDAxNDAuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|6人打完2劑AZ疫苗滿2週確診 莊人祥：屬突破性個案|中央流行疫情指揮中心統計，截至目前，國內出現6名打完2劑AZ疫苗且達2週者仍確診COVID-19（2019冠狀病毒疾病），發言人莊人祥強調，6人皆為輕症個案，未出現併發症。據指揮中心統計，累計至3日，COVID-19疫苗接種人次完成第2劑COVID-19疫苗接種者共41萬8064人次，分別為施打第2劑阿斯特捷利康（AZ）疫苗者28萬2633人次及施打第2劑莫德納（Moderna）疫苗13萬5431人次。莊人祥今天下午記者會中說明，現在國內共有9例完成2劑COVID-19疫苗仍染疫者，皆是施打AZ疫苗，其中3例是在接種第2劑疫苗後0至13天確診，6例是接種後14天以上確診，完整接種14天以上的6名病例屬於疫苗突破性個案，突破性感染發生率僅0.002%。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA4MDQwMjEyLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDgwNDAyMTIuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
